Skew,alphStatCov,Dose,Time,Cell,Kurtosis,Date,Variance,Ligand,Mean
7.300346,-325924.7293,0.038409,0.5,Thelper,218.2763,4/18/2019,2285867.8,IL15,75.73193
0.9763511,-347036.1793,0.012803,0.5,Thelper,2.9799967,4/18/2019,1761848.5,IL15,196.34106
1.798194,-300925.7386,0.004268,0.5,Thelper,14.736908,4/18/2019,1976926.2,IL15,271.84106
4.822928,-302607.1239,0.001423,0.5,Thelper,80.87495,4/18/2019,2441100.5,IL15,329.7036
2.4946291,-246625.6835,0.000474,0.5,Thelper,29.934605,4/18/2019,2314568.8,IL15,419.52124
0.90291244,0,84,4,NK,3.8974576,3/15/2019,3400004.2,IL2,729.6382
0.79887277,0,28,4,NK,1.1836205,3/15/2019,4018748,IL2,622.67236
0.87002105,0,9.333333,4,NK,1.4483418,3/15/2019,7966302,IL2,1926.5933
0.57055056,0,3.111,4,NK,0.71684074,3/15/2019,8407738,IL2,3881.4878
0.88981724,0,1.037037,4,NK,3.096057,3/15/2019,6483926.5,IL2,4464.6274
0.7196561,0,0.345679,4,NK,1.1665511,3/15/2019,6388687,IL2,3553.6714
1.6170938,0,0.115226,4,NK,5.408453,3/15/2019,5198745.5,IL2,1813.4282
1.4339468,0,0.038409,4,NK,2.9724889,3/15/2019,3563226.8,IL2,752.0405
2.058096,0,0.012803,4,NK,7.088629,3/15/2019,3795393.8,IL2,396.8667
1.2946265,0,0.004268,4,NK,3.1248636,3/15/2019,2742863,IL2,206.4414
1.673237,0,0.001423,4,NK,6.5953608,3/15/2019,2318066.2,IL2,0
3.0278842,0,0.000474,4,NK,26.463896,3/15/2019,2592178.8,IL2,124.82568
4.8277164,0,84,4,CD8,40.91337,3/15/2019,3393598.5,IL2,0
4.8535814,0,28,4,CD8,45.09218,3/15/2019,5618174,IL2,303.437
3.024404,0,9.333333,4,CD8,28.381762,3/15/2019,33776544,IL2,3779.3848
1.6195923,0,3.111,4,CD8,4.9974275,3/15/2019,25528620,IL2,5891.9155
1.8991427,0,1.037037,4,CD8,6.0634346,3/15/2019,26147810,IL2,5799.1206
3.3114567,0,0.345679,4,CD8,18.33244,3/15/2019,24192040,IL2,4110.032
4.1168,0,0.115226,4,CD8,21.437864,3/15/2019,15134288,IL2,2000.5825
5.241357,0,0.038409,4,CD8,40.207973,3/15/2019,8930714,IL2,1387.1304
5.809482,0,0.012803,4,CD8,52.873734,3/15/2019,5223997,IL2,932.6133
6.238724,0,0.004268,4,CD8,83.631874,3/15/2019,2223462.8,IL2,715.4719
32.588913,0,0.001423,4,CD8,1790.5045,3/15/2019,5007377,IL2,765.7278
3.230491,0,0.000474,4,CD8,34.737064,3/15/2019,1509478.8,IL2,729.2229
1.0404503,0,84,2,NK,1.8843193,3/15/2019,9932171,IL2,2508.4526
0.7868421,0,28,2,NK,2.303872,3/15/2019,9106477,IL2,5401.8315
0.4208264,0,9.333333,2,NK,0.87529016,3/15/2019,11339310,IL2,6015.264
0.6664471,0,3.111,2,NK,1.2276392,3/15/2019,8009394,IL2,5400.3315
1.4624712,0,1.037037,2,NK,5.5054884,3/15/2019,6508628.5,IL2,2969.9429
2.1159258,0,0.345679,2,NK,7.137294,3/15/2019,4536385.5,IL2,1428.4009
2.295984,0,0.115226,2,NK,7.9229555,3/15/2019,5024928,IL2,822.10547
1.9633223,0,0.038409,2,NK,7.3738346,3/15/2019,3126535.5,IL2,493.19922
2.3423247,0,0.012803,2,NK,15.323072,3/15/2019,2840166.2,IL2,478.83887
1.0235705,0,0.004268,2,NK,2.3756042,3/15/2019,1773638.2,IL2,124.76904
1.8230857,0,0.001423,2,NK,5.7379465,3/15/2019,2296753.2,IL2,0
1.7533925,0,0.000474,2,NK,5.1076,3/15/2019,2276807,IL2,105.251465
2.0379615,0,84,2,CD8,6.468191,3/15/2019,36204204,IL2,3498.6025
1.329176,0,28,2,CD8,5.5545177,3/15/2019,38014140,IL2,7502.746
1.0266429,0,9.333333,2,CD8,2.657216,3/15/2019,40008060,IL2,8509.236
1.814888,0,3.111,2,CD8,7.236619,3/15/2019,28943728,IL2,6328.456
3.890174,0,1.037037,2,CD8,26.789343,3/15/2019,12686098,IL2,2296.0024
4.3264866,0,0.345679,2,CD8,27.182234,3/15/2019,10285952,IL2,1256.2178
6.24161,0,0.115226,2,CD8,78.306496,3/15/2019,7999385,IL2,792.4717
6.5164714,0,0.038409,2,CD8,71.74951,3/15/2019,3961447.2,IL2,554.1531
8.395426,0,0.012803,2,CD8,142.0784,3/15/2019,2672885.5,IL2,466.40796
7.5246115,0,0.004268,2,CD8,129.19339,3/15/2019,1750447.2,IL2,281.4663
1.3046831,0,0.001423,2,CD8,5.449127,3/15/2019,892337.4,IL2,0
3.3183174,0,0.000474,2,CD8,39.03668,3/15/2019,1333310.4,IL2,256.30835
0.80762124,0,84,1,NK,1.77495,3/15/2019,13185212,IL2,6841.487
1.5400108,0,28,1,NK,8.645078,3/15/2019,14498214,IL2,6818.0815
0.30194625,0,9.333333,1,NK,0.36042595,3/15/2019,9673982,IL2,6528.071
0.99717414,0,3.111,1,NK,2.136056,3/15/2019,10996025,IL2,5608.155
2.919393,0,1.037037,1,NK,13.235596,3/15/2019,9396179,IL2,2163.23
2.4193954,0,0.345679,1,NK,9.049521,3/15/2019,6947313,IL2,1140.3379
1.8138748,0,0.115226,1,NK,5.2957935,3/15/2019,3690863.5,IL2,545.709
1.6932383,0,0.038409,1,NK,5.0069103,3/15/2019,3098967.8,IL2,319.65527
1.6666414,0,0.012803,1,NK,4.9950495,3/15/2019,2333883.8,IL2,107.65332
1.4302264,0,0.004268,1,NK,4.413566,3/15/2019,2054536.9,IL2,130.16943
1.151999,0,0.001423,1,NK,2.397241,3/15/2019,1927691.6,IL2,109.90967
1.1550266,0,0.000474,1,NK,3.0925746,3/15/2019,2077470.9,IL2,0
0.8164492,0,84,1,CD8,2.1610188,3/15/2019,39941970,IL2,9545.01
0.5859622,0,28,1,CD8,0.7098484,3/15/2019,39255724,IL2,9462.674
0.7307952,0,9.333333,1,CD8,1.9069247,3/15/2019,39571880,IL2,9885.631
1.1212747,0,3.111,1,CD8,2.690112,3/15/2019,30429324,IL2,7414.112
3.989941,0,1.037037,1,CD8,22.370724,3/15/2019,18016318,IL2,1838.1709
4.232742,0,0.345679,1,CD8,24.107147,3/15/2019,10479717,IL2,950.92896
6.5549216,0,0.115226,1,CD8,73.03215,3/15/2019,6735783,IL2,528.53564
10.044804,0,0.038409,1,CD8,234.35628,3/15/2019,3070616.5,IL2,476.3977
4.9554896,0,0.012803,1,CD8,66.41012,3/15/2019,1439218.8,IL2,102.42432
1.7654034,0,0.004268,1,CD8,13.848391,3/15/2019,1058867.9,IL2,97.00098
4.958586,0,0.001423,1,CD8,80.94023,3/15/2019,1465743.1,IL2,260.86084
1.856246,0,0.000474,1,CD8,13.972855,3/15/2019,1014623.1,IL2,0
0.58089316,0,84,0.5,NK,1.5333724,3/15/2019,10920511,IL2,6865.611
0.31476527,0,28,0.5,NK,0.57449746,3/15/2019,10223531,IL2,6651.887
0.6331122,0,9.333333,0.5,NK,2.1741462,3/15/2019,11110626,IL2,6782.2007
1.6797698,0,3.111,0.5,NK,9.027077,3/15/2019,11243415,IL2,5934.267
2.0363126,0,1.037037,0.5,NK,7.543277,3/15/2019,7740004,IL2,2195.4062
1.8682896,0,0.345679,0.5,NK,5.365486,3/15/2019,5506118.5,IL2,1221.0962
2.1973634,0,0.115226,0.5,NK,8.845675,3/15/2019,4369937,IL2,780.2715
2.0107198,0,0.038409,0.5,NK,6.657133,3/15/2019,3069747.5,IL2,457.35498
0.9890098,0,0.012803,0.5,NK,1.225493,3/15/2019,2353279.5,IL2,276.47803
1.3215722,0,0.004268,0.5,NK,2.7395573,3/15/2019,2284715.5,IL2,157.30664
1.1939085,0,0.001423,0.5,NK,2.5222445,3/15/2019,1948707.1,IL2,0
1.4010313,0,0.000474,0.5,NK,2.9526806,3/15/2019,2321175.5,IL2,227.95605
0.6139054,0,84,0.5,CD8,1.2950583,3/15/2019,40335180,IL2,11688.912
0.5277655,0,28,0.5,CD8,1.0640488,3/15/2019,36727360,IL2,11564.016
0.714829,0,9.333333,0.5,CD8,2.0835214,3/15/2019,37054350,IL2,11038.865
1.1430733,0,3.111,0.5,CD8,2.516408,3/15/2019,28993326,IL2,7396.0024
3.7869627,0,1.037037,0.5,CD8,17.485643,3/15/2019,12673946,IL2,1422.6978
10.034754,0,0.345679,0.5,CD8,267.1458,3/15/2019,6731410,IL2,680.8635
5.7565084,0,0.115226,0.5,CD8,53.497158,3/15/2019,2564277.8,IL2,266.70093
5.5897117,0,0.038409,0.5,CD8,72.65337,3/15/2019,1527199.1,IL2,309.69458
2.157139,0,0.012803,0.5,CD8,20.115803,3/15/2019,783724.2,IL2,0
3.3884344,0,0.004268,0.5,CD8,46.39754,3/15/2019,853322.25,IL2,7.873047
1.4208951,0,0.001423,0.5,CD8,6.0775213,3/15/2019,774893,IL2,2.100586
3.4301467,0,0.000474,0.5,CD8,38.606934,3/15/2019,1145979.9,IL2,259.8562
1.1485074,0,84,4,NK,1.7761488,3/15/2019,3385918,IL15,1691.0708
1.2772024,0,28,4,NK,2.0982056,3/15/2019,4378787.5,IL15,1748.977
1.2093397,0,9.333333,4,NK,2.17094,3/15/2019,3440973.2,IL15,1644.3721
1.1167896,0,3.111,4,NK,1.7685146,3/15/2019,3117115.5,IL15,1516.3965
0.95369107,0,1.037037,4,NK,1.6852355,3/15/2019,2717058.5,IL15,1635.4062
1.0706133,0,0.345679,4,NK,2.040988,3/15/2019,2440461.2,IL15,1303.6489
1.0698925,0,0.115226,4,NK,1.9764161,3/15/2019,2610316.2,IL15,1097.8784
1.4314566,0,0.038409,4,NK,3.9948196,3/15/2019,2227075.8,IL15,367.07227
1.2539406,0,0.012803,4,NK,2.9292083,3/15/2019,1833530.6,IL15,0
1.0854595,0,0.004268,4,NK,1.8955216,3/15/2019,1991264.2,IL15,174.71436
1.1967742,0,0.001423,4,NK,2.3470836,3/15/2019,2141678.2,IL15,159.24414
1.3349856,0,0.000474,4,NK,3.2251248,3/15/2019,2219027.5,IL15,400.82324
1.025847,0,84,4,CD8,3.5719028,3/15/2019,4862486,IL15,2668.3774
0.9844989,0,28,4,CD8,2.2238364,3/15/2019,5263994.5,IL15,2688.2324
0.90695715,0,9.333333,4,CD8,1.9583497,3/15/2019,4947565.5,IL15,2612.5737
0.8927463,0,3.111,4,CD8,1.9599552,3/15/2019,5220284,IL15,2777.832
0.81476384,0,1.037037,4,CD8,1.1073189,3/15/2019,4397663.5,IL15,2476.002
1.5148544,0,0.345679,4,CD8,8.084379,3/15/2019,2727217,IL15,1455.6865
2.3041875,0,0.115226,4,CD8,23.086138,3/15/2019,1493284.4,IL15,658.9912
2.6221528,0,0.038409,4,CD8,31.778034,3/15/2019,823849.2,IL15,117.536865
0.75175816,0,0.012803,4,CD8,2.0044718,3/15/2019,619653.9,IL15,0
1.2747638,0,0.004268,4,CD8,6.257429,3/15/2019,778035.2,IL15,102.62842
0.51381075,0,0.001423,4,CD8,0.6749184,3/15/2019,624205.25,IL15,9.245361
0.9168075,0,0.000474,4,CD8,5.0907803,3/15/2019,772937.5,IL15,296.94043
0.4834953,0,84,2,NK,1.3985605,3/15/2019,9478667,IL15,5897.276
-0.22475155,0,28,2,NK,-0.7279699,3/15/2019,3031043.8,IL15,1750.2227
0.62343436,0,9.333333,2,NK,2.069786,3/15/2019,9989174,IL15,5392.857
0.46876258,0,3.111,2,NK,0.8233092,3/15/2019,10272174,IL15,5513.318
1.1286355,0,1.037037,2,NK,4.33082,3/15/2019,7959831.5,IL15,5016.2114
0.9917084,0,0.345679,2,NK,3.032021,3/15/2019,4329586,IL15,2463.0273
1.0025387,0,0.115226,2,NK,1.6135125,3/15/2019,1988418,IL15,374.67725
1.3718333,0,0.038409,2,NK,2.5688882,3/15/2019,2528638.8,IL15,148.35352
1.3710861,0,0.012803,2,NK,2.7783766,3/15/2019,2306863,IL15,0
0.9267755,0,0.004268,2,NK,1.7460399,3/15/2019,1933357.1,IL15,168.64795
0.9268065,0,0.001423,2,NK,1.0145597,3/15/2019,2116661.5,IL15,142.17188
0.7105584,0,0.000474,2,NK,0.7668493,3/15/2019,2362096,IL15,442.2622
0.6827376,0,84,2,CD8,0.95111394,3/15/2019,38520844,IL15,8506.354
3.9920697,0,28,2,CD8,17.379192,3/15/2019,525214080,IL15,11311.107
0.80950105,0,9.333333,2,CD8,2.5470238,3/15/2019,39202404,IL15,8788.051
0.7871711,0,3.111,2,CD8,1.8356805,3/15/2019,34092644,IL15,8204.148
1.0717257,0,1.037037,2,CD8,2.1839232,3/15/2019,18203290,IL15,5297.8125
2.672607,0,0.345679,2,CD8,17.234425,3/15/2019,3564536.2,IL15,1181.4148
18.812462,0,0.115226,2,CD8,670.406,3/15/2019,2902776.2,IL15,451.29272
3.8669188,0,0.038409,2,CD8,52.76276,3/15/2019,1386975.6,IL15,331.8352
4.0612392,0,0.012803,2,CD8,46.62207,3/15/2019,1273403.1,IL15,33.003906
12.221621,0,0.004268,2,CD8,427.85526,3/15/2019,1500967.8,IL15,133.98706
16.924414,0,0.001423,2,CD8,757.53845,3/15/2019,1516367.1,IL15,0
1.3988776,0,0.000474,2,CD8,9.853753,3/15/2019,1216391.2,IL15,254.35742
0.44180673,0,84,1,NK,0.8702154,3/15/2019,10392565,IL15,6173.4023
1.0097911,0,28,1,NK,2.9588675,3/15/2019,12901003,IL15,6655.046
0.6770748,0,9.333333,1,NK,1.8328876,3/15/2019,13216140,IL15,6586.8535
0.8495219,0,3.111,1,NK,2.1790051,3/15/2019,10625003,IL15,6648.083
1.2847558,0,1.037037,1,NK,5.11728,3/15/2019,7300125.5,IL15,4743.628
1.1803026,0,0.345679,1,NK,3.5214005,3/15/2019,2487923.5,IL15,997.3159
1.676718,0,0.115226,1,NK,4.9223275,3/15/2019,2336578,IL15,434.1338
1.5500512,0,0.038409,1,NK,4.2836943,3/15/2019,2087270.8,IL15,292.87793
1.6227999,0,0.012803,1,NK,4.454547,3/15/2019,2266778.2,IL15,227.16602
1.5151244,0,0.004268,1,NK,4.0208397,3/15/2019,2109519.8,IL15,140.6914
1.4038688,0,0.001423,1,NK,3.5075126,3/15/2019,2054390.5,IL15,22.23291
1.5794315,0,0.000474,1,NK,3.4147449,3/15/2019,2507306.2,IL15,0
0.66608685,0,84,1,CD8,1.8010535,3/15/2019,35967624,IL15,10059.053
0.5435021,0,28,1,CD8,0.8385997,3/15/2019,36398948,IL15,10178.035
0.74057424,0,9.333333,1,CD8,2.5383034,3/15/2019,37781224,IL15,10371.432
0.6417861,0,3.111,1,CD8,1.1002021,3/15/2019,32677964,IL15,9755.458
1.0801302,0,1.037037,1,CD8,2.16124,3/15/2019,12399541,IL15,4841.2197
1.6615543,0,0.345679,1,CD8,5.034728,3/15/2019,2734219.2,IL15,1378.1375
1.6750735,0,0.115226,1,CD8,14.067242,3/15/2019,958680.5,IL15,525.6609
2.2097917,0,0.038409,1,CD8,21.772024,3/15/2019,918836.75,IL15,438.22144
0.64763147,0,0.012803,1,CD8,1.0582056,3/15/2019,666455.94,IL15,255.19702
2.5818498,0,0.004268,1,CD8,29.423748,3/15/2019,764762.2,IL15,202.67163
5.927831,0,0.001423,1,CD8,164.51834,3/15/2019,751137.75,IL15,0
2.9508498,0,0.000474,1,CD8,36.744144,3/15/2019,745090.44,IL15,52.226074
0.44059703,0,84,0.5,NK,0.5449233,3/15/2019,13249826,IL15,6435.297
0.5875666,0,28,0.5,NK,1.2814627,3/15/2019,14103485,IL15,6227.4316
0.3868656,0,9.333333,0.5,NK,0.3311801,3/15/2019,12751088,IL15,6402.255
0.82821196,0,3.111,0.5,NK,2.5438137,3/15/2019,15194632,IL15,6733.3184
1.5232948,0,1.037037,0.5,NK,6.3051643,3/15/2019,9658876,IL15,5199.42
1.4373096,0,0.345679,0.5,NK,3.5029173,3/15/2019,2947650.2,IL15,441.94238
1.2875977,0,0.115226,0.5,NK,2.736905,3/15/2019,2143000,IL15,213.8706
1.1538013,0,0.038409,0.5,NK,2.1251292,3/15/2019,1911141.5,IL15,159.97559
0.84159166,0,0.012803,0.5,NK,1.1384249,3/15/2019,1646781.4,IL15,59.481445
1.4711554,0,0.004268,0.5,NK,4.003991,3/15/2019,1958110.9,IL15,8.584961
1.0541891,0,0.001423,0.5,NK,2.018381,3/15/2019,1806258.5,IL15,114.9707
1.9354086,0,0.000474,0.5,NK,8.723149,3/15/2019,2374636.8,IL15,0
0.7952206,0,84,0.5,CD8,3.0529923,3/15/2019,47878020,IL15,12748.159
0.5826733,0,28,0.5,CD8,1.0511813,3/15/2019,47987228,IL15,12929.021
0.6589555,0,9.333333,0.5,CD8,1.9155984,3/15/2019,44032950,IL15,12440.748
0.3540622,0,3.111,0.5,CD8,0.5831704,3/15/2019,42543200,IL15,12661.245
0.9044811,0,1.037037,0.5,CD8,1.4696193,3/15/2019,24614056,IL15,7469.176
1.9096764,0,0.345679,0.5,CD8,8.589469,3/15/2019,2260913.8,IL15,514.44727
1.384624,0,0.115226,0.5,CD8,8.578532,3/15/2019,1164706.6,IL15,283.81665
5.2931166,0,0.038409,0.5,CD8,88.87502,3/15/2019,1431568.4,IL15,222.37012
1.4246587,0,0.012803,0.5,CD8,9.476789,3/15/2019,1065257,IL15,203.7273
3.2787766,0,0.004268,0.5,CD8,58.309505,3/15/2019,1129801.8,IL15,241.7312
2.739439,0,0.001423,0.5,CD8,27.516855,3/15/2019,1198639,IL15,163.89941
1.0690548,0,0.000474,0.5,CD8,3.6382432,3/15/2019,961272.3,IL15,0
0.7607711,0,84,4,NK,0.7857816,3/27/2019,4778551,IL2,2953.3953
0.86892194,0,28,4,NK,0.4889822,3/27/2019,6304316.5,IL2,3198.2117
2.0639663,0,9.333333,4,NK,9.893011,3/27/2019,5152947,IL2,2667.1204
1.0673115,0,3.111,4,NK,1.6876869,3/27/2019,4429112.5,IL2,2514.719
1.1800243,0,1.037037,4,NK,1.6364517,3/27/2019,5278371.5,IL2,2402.447
1.0425698,0,0.345679,4,NK,1.2974072,3/27/2019,4376041,IL2,2254.297
1.4091393,0,0.115226,4,NK,2.3332472,3/27/2019,4063785,IL2,1398.8142
1.9660612,0,0.038409,4,NK,5.948148,3/27/2019,3301906,IL2,525.4265
2.0211222,0,0.012803,4,NK,5.452009,3/27/2019,3121195.5,IL2,281.94995
1.3222857,0,0.004268,4,NK,2.3715382,3/27/2019,2146523,IL2,190.23657
1.5866691,0,0.001423,4,NK,3.3941627,3/27/2019,2188770.8,IL2,68.03833
1.4159094,0,0.000474,4,NK,2.7910562,3/27/2019,1967955.5,IL2,0
2.4433537,0,84,4,CD8,26.641489,3/27/2019,21796418,IL2,5474.1245
8.048327,0,28,4,CD8,242.79596,3/27/2019,26157326,IL2,5322.7617
1.384232,0,9.333333,4,CD8,3.55891,3/27/2019,21372030,IL2,5245.1167
1.4862565,0,3.111,4,CD8,3.4574409,3/27/2019,15168143,IL2,4194.126
21.653402,0,1.037037,4,CD8,1064.281,3/27/2019,21333072,IL2,3265.314
3.0673401,0,0.345679,4,CD8,13.103811,3/27/2019,9040212,IL2,1857.5247
3.6050766,0,0.115226,4,CD8,16.138788,3/27/2019,8795505,IL2,1207.6777
4.6024094,0,0.038409,4,CD8,27.385105,3/27/2019,5496162,IL2,648.6233
4.9855533,0,0.012803,4,CD8,40.04291,3/27/2019,2142032.8,IL2,302.76318
6.901662,0,0.004268,4,CD8,86.28064,3/27/2019,1237275,IL2,147.34119
6.0645633,0,0.001423,4,CD8,82.13612,3/27/2019,888976.6,IL2,71.98987
6.332965,0,0.000474,4,CD8,120.782455,3/27/2019,626903.06,IL2,0
0.7058495,0,84,2,NK,0.9089532,3/27/2019,5144098,IL2,3454.4407
0.96820325,0,28,2,NK,1.2468772,3/27/2019,5613552,IL2,3897.5706
0.85546523,0,9.333333,2,NK,2.0889673,3/27/2019,5119010.5,IL2,3379.735
0.79392666,0,3.111,2,NK,0.44414115,3/27/2019,5014973.5,IL2,3130.1921
1.385017,0,1.037037,2,NK,3.7243342,3/27/2019,4109317.5,IL2,1932.4968
1.8053967,0,0.345679,2,NK,5.4872475,3/27/2019,3718180.8,IL2,827.6848
2.0450284,0,0.115226,2,NK,5.32915,3/27/2019,4439554.5,IL2,741.81274
1.9725531,0,0.038409,2,NK,5.8346624,3/27/2019,2726897.5,IL2,421.2566
1.5585628,0,0.012803,2,NK,3.104056,3/27/2019,2097694,IL2,204.52783
1.8066657,0,0.004268,2,NK,4.3120313,3/27/2019,2198078.8,IL2,0
1.6734682,0,0.001423,2,NK,3.2388701,3/27/2019,2700544.8,IL2,140.79004
1.9000008,0,0.000474,2,NK,5.7345905,3/27/2019,2234531.2,IL2,53.23413
7.349384,0,84,2,CD8,226.47443,3/27/2019,23915786,IL2,5062.1504
1.2881848,0,28,2,CD8,3.228767,3/27/2019,19049254,IL2,4907.496
1.4861315,0,9.333333,2,CD8,4.268217,3/27/2019,16758951,IL2,4365.382
2.109138,0,3.111,2,CD8,7.8624125,3/27/2019,14543577,IL2,3571.369
3.0105457,0,1.037037,2,CD8,11.789437,3/27/2019,8826011,IL2,1714.6367
4.2054563,0,0.345679,2,CD8,24.982008,3/27/2019,4566625,IL2,688.4595
4.628414,0,0.115226,2,CD8,30.670609,3/27/2019,4066361,IL2,563.56445
5.2873282,0,0.038409,2,CD8,39.408756,3/27/2019,3273013.8,IL2,569.71265
7.766522,0,0.012803,2,CD8,126.419556,3/27/2019,803786.25,IL2,0
52.907104,0,0.004268,2,CD8,3655.2632,3/27/2019,3225264,IL2,131.7113
5.5068455,0,0.001423,2,CD8,78.87747,3/27/2019,691795.6,IL2,46.635864
68.45026,0,0.000474,2,CD8,5195.499,3/27/2019,4865031.5,IL2,25.870605
0.9172241,0,84,1,NK,1.2380204,3/27/2019,5303526.5,IL2,3605.0708
1.4437431,0,28,1,NK,2.4989738,3/27/2019,7769428.5,IL2,4133.58
0.7529708,0,9.333333,1,NK,0.71828794,3/27/2019,5870128.5,IL2,3789.7407
1.0992886,0,3.111,1,NK,1.8378296,3/27/2019,5639765.5,IL2,3356.4043
1.3103527,0,1.037037,1,NK,2.4052114,3/27/2019,3197726.8,IL2,1151.459
1.8556507,0,0.345679,1,NK,4.383938,3/27/2019,6081611.5,IL2,954.4292
2.374869,0,0.115226,1,NK,6.915552,3/27/2019,5396567,IL2,681.2783
1.5089378,0,0.038409,1,NK,2.7729568,3/27/2019,2141093.8,IL2,55.266113
1.5542439,0,0.012803,1,NK,3.0033894,3/27/2019,2350489.5,IL2,44.507324
1.5478162,0,0.004268,1,NK,2.7414494,3/27/2019,2336407.5,IL2,0
1.5005459,0,0.001423,1,NK,2.2348728,3/27/2019,2883848,IL2,259.03174
1.5057771,0,0.000474,1,NK,2.5584502,3/27/2019,2655504.8,IL2,100.45752
0.9113677,0,84,1,CD8,1.52038,3/27/2019,13009903,IL2,4764.286
0.9592486,0,28,1,CD8,1.9307971,3/27/2019,16098748,IL2,5566.8877
0.9320288,0,9.333333,1,CD8,1.4183116,3/27/2019,13911118,IL2,4958.4326
1.4611207,0,3.111,1,CD8,3.6317172,3/27/2019,13401429,IL2,4150.354
2.4642076,0,1.037037,1,CD8,7.1260576,3/27/2019,14749361,IL2,2243.742
43.736485,0,0.345679,1,CD8,2937.2683,3/27/2019,9387733,IL2,482.99695
5.71824,0,0.115226,1,CD8,48.903736,3/27/2019,2478984,IL2,352.20117
8.438301,0,0.038409,1,CD8,118.48592,3/27/2019,1904706.1,IL2,353.5398
3.898202,0,0.012803,1,CD8,46.853077,3/27/2019,475537.84,IL2,0
4.854453,0,0.004268,1,CD8,51.160114,3/27/2019,709956.4,IL2,152.3894
4.9905233,0,0.001423,1,CD8,58.590446,3/27/2019,795741.5,IL2,266.96228
2.4159527,0,0.000474,1,CD8,24.30974,3/27/2019,420821.62,IL2,17.949097
0.59179103,0,84,0.5,NK,2.2136683,3/27/2019,4825347.5,IL2,4071.8147
0.72209084,0,28,0.5,NK,0.5665946,3/27/2019,5053201,IL2,4038.2874
0.74188954,0,9.333333,0.5,NK,1.2527351,3/27/2019,5877239.5,IL2,4542.587
0.81365174,0,3.111,0.5,NK,1.3707075,3/27/2019,5819813,IL2,4182.615
1.7541231,0,1.037037,0.5,NK,4.1116204,3/27/2019,7364020,IL2,1774.0261
2.205328,0,0.345679,0.5,NK,7.212949,3/27/2019,3158254.2,IL2,490.469
2.0494714,0,0.115226,0.5,NK,5.04615,3/27/2019,3509795.2,IL2,355.48218
2.043213,0,0.038409,0.5,NK,6.3770037,3/27/2019,2384741.2,IL2,63.963135
1.4895915,0,0.012803,0.5,NK,3.008131,3/27/2019,2344421.2,IL2,124.631836
1.4175955,0,0.004268,0.5,NK,2.732544,3/27/2019,2082508,IL2,166.92896
1.9285731,0,0.001423,0.5,NK,5.21589,3/27/2019,2253254,IL2,63.40454
1.62003,0,0.000474,0.5,NK,4.102873,3/27/2019,2080024.5,IL2,0
0.9881287,0,84,0.5,CD8,2.255804,3/27/2019,21785092,IL2,7174.1504
0.81116,0,28,0.5,CD8,1.174417,3/27/2019,23114082,IL2,7013.1074
0.87874115,0,9.333333,0.5,CD8,1.3493972,3/27/2019,20303974,IL2,6722.173
1.3357391,0,3.111,0.5,CD8,2.437653,3/27/2019,18680470,IL2,4994.204
2.951236,0,1.037037,0.5,CD8,9.944952,3/27/2019,14487888,IL2,1810.5498
6.109656,0,0.345679,0.5,CD8,59.66961,3/27/2019,2204050.8,IL2,394.08118
6.7864385,0,0.115226,0.5,CD8,75.26652,3/27/2019,1701187,IL2,387.90527
6.168019,0,0.038409,0.5,CD8,76.00881,3/27/2019,922556.25,IL2,271.55176
6.988176,0,0.012803,0.5,CD8,105.43707,3/27/2019,654910.25,IL2,103.07434
10.785785,0,0.004268,0.5,CD8,260.7549,3/27/2019,915770.3,IL2,247.58447
7.346394,0,0.001423,0.5,CD8,129.369,3/27/2019,700335.3,IL2,209.89844
2.139929,0,0.000474,0.5,CD8,25.719448,3/27/2019,332986.25,IL2,0
1.2393245,0,84,4,NK,2.2411432,3/27/2019,4922464,IL15,2675.1343
1.1534711,0,28,4,NK,1.8311143,3/27/2019,3300566.5,IL15,2185.1099
0.69873136,0,9.333333,4,NK,0.6325755,3/27/2019,4431613.5,IL15,2550.81
0.91941494,0,3.111,4,NK,0.87521935,3/27/2019,4986386.5,IL15,3155.52
0.8208092,0,1.037037,4,NK,0.36476898,3/27/2019,4495654.5,IL15,2716.35
0.67974347,0,0.345679,4,NK,0.51651645,3/27/2019,3787301.5,IL15,3330.5962
1.3034444,0,0.115226,4,NK,2.6591868,3/27/2019,4215885.5,IL15,2129.3862
1.1411682,0,0.038409,4,NK,1.651475,3/27/2019,3166279.8,IL15,1111.189
1.3902563,0,0.012803,4,NK,3.2050428,3/27/2019,2073809.8,IL15,227.68774
1.7055813,0,0.004268,4,NK,2.8810406,3/27/2019,2556200.8,IL15,106.72656
1.3731488,0,0.001423,4,NK,2.1639462,3/27/2019,2024505,IL15,19.900879
1.6650892,0,0.000474,4,NK,3.684774,3/27/2019,1776430.2,IL15,0
0.9936928,0,84,4,CD8,1.5350456,3/27/2019,9585237,IL15,3551.378
1.1399553,0,28,4,CD8,2.4685225,3/27/2019,11324710,IL15,4074.934
1.0512141,0,9.333333,4,CD8,1.851479,3/27/2019,14595346,IL15,4607.064
0.9946001,0,3.111,4,CD8,1.4923091,3/27/2019,14287189,IL15,4695.6655
0.8861838,0,1.037037,4,CD8,1.0194979,3/27/2019,15583491,IL15,5001.224
1.0730857,0,0.345679,4,CD8,1.9278388,3/27/2019,9224209,IL15,3647.5537
