Dose,Date,Skew,Kurtosis,Time,Cell,Variance,Ligand,Mean,alphStatCov
84,3/15/2019,0.8164492,2.1610188,1,CD8,39941970,IL2,9545.01,0
28,3/15/2019,0.5859622,0.7098484,1,CD8,39255724,IL2,9462.674,0
9.333333,3/15/2019,0.7307952,1.9069247,1,CD8,39571880,IL2,9885.631,0
3.111,3/15/2019,1.1212747,2.690112,1,CD8,30429324,IL2,7414.112,0
1.037037,3/15/2019,3.989941,22.370724,1,CD8,18016318,IL2,1838.1709,0
0.345679,3/15/2019,4.232742,24.107147,1,CD8,10479717,IL2,950.92896,0
0.115226,3/15/2019,6.5549216,73.03215,1,CD8,6735783,IL2,528.53564,0
0.038409,3/15/2019,10.044804,234.35628,1,CD8,3070616.5,IL2,476.3977,0
0.012803,3/15/2019,4.9554896,66.41012,1,CD8,1439218.8,IL2,102.42432,0
0.004268,3/15/2019,1.7654034,13.848391,1,CD8,1058867.9,IL2,97.00098,0
0.001423,3/15/2019,4.958586,80.94023,1,CD8,1465743.1,IL2,260.86084,0
0.000474,3/15/2019,1.856246,13.972855,1,CD8,1014623.1,IL2,0,0
84,3/15/2019,0.58089316,1.5333724,0.5,NK,10920511,IL2,6865.611,0
28,3/15/2019,0.31476527,0.57449746,0.5,NK,10223531,IL2,6651.887,0
9.333333,3/15/2019,0.6331122,2.1741462,0.5,NK,11110626,IL2,6782.2007,0
3.111,3/15/2019,1.6797698,9.027077,0.5,NK,11243415,IL2,5934.267,0
1.037037,3/15/2019,2.0363126,7.543277,0.5,NK,7740004,IL2,2195.4062,0
0.345679,3/15/2019,1.8682896,5.365486,0.5,NK,5506118.5,IL2,1221.0962,0
0.115226,3/15/2019,2.1973634,8.845675,0.5,NK,4369937,IL2,780.2715,0
0.038409,3/15/2019,2.0107198,6.657133,0.5,NK,3069747.5,IL2,457.35498,0
0.012803,3/15/2019,0.9890098,1.225493,0.5,NK,2353279.5,IL2,276.47803,0
0.004268,3/15/2019,1.3215722,2.7395573,0.5,NK,2284715.5,IL2,157.30664,0
0.001423,3/15/2019,1.1939085,2.5222445,0.5,NK,1948707.1,IL2,0,0
0.000474,3/15/2019,1.4010313,2.9526806,0.5,NK,2321175.5,IL2,227.95605,0
84,3/15/2019,0.6139054,1.2950583,0.5,CD8,40335180,IL2,11688.912,0
28,3/15/2019,0.5277655,1.0640488,0.5,CD8,36727360,IL2,11564.016,0
9.333333,3/15/2019,0.714829,2.0835214,0.5,CD8,37054350,IL2,11038.865,0
3.111,3/15/2019,1.1430733,2.516408,0.5,CD8,28993326,IL2,7396.0024,0
1.037037,3/15/2019,3.7869627,17.485643,0.5,CD8,12673946,IL2,1422.6978,0
0.345679,3/15/2019,10.034754,267.1458,0.5,CD8,6731410,IL2,680.8635,0
0.115226,3/15/2019,5.7565084,53.497158,0.5,CD8,2564277.8,IL2,266.70093,0
0.038409,3/15/2019,5.5897117,72.65337,0.5,CD8,1527199.1,IL2,309.69458,0
0.012803,3/15/2019,2.157139,20.115803,0.5,CD8,783724.2,IL2,0,0
0.004268,3/15/2019,3.3884344,46.39754,0.5,CD8,853322.25,IL2,7.873047,0
0.001423,3/15/2019,1.4208951,6.0775213,0.5,CD8,774893,IL2,2.100586,0
0.000474,3/15/2019,3.4301467,38.606934,0.5,CD8,1145979.9,IL2,259.8562,0
84,3/15/2019,1.1485074,1.7761488,4,NK,3385918,IL15,1691.0708,0
28,3/15/2019,1.2772024,2.0982056,4,NK,4378787.5,IL15,1748.977,0
9.333333,3/15/2019,1.2093397,2.17094,4,NK,3440973.2,IL15,1644.3721,0
3.111,3/15/2019,1.1167896,1.7685146,4,NK,3117115.5,IL15,1516.3965,0
1.037037,3/15/2019,0.95369107,1.6852355,4,NK,2717058.5,IL15,1635.4062,0
0.345679,3/15/2019,1.0706133,2.040988,4,NK,2440461.2,IL15,1303.6489,0
0.115226,3/15/2019,1.0698925,1.9764161,4,NK,2610316.2,IL15,1097.8784,0
0.038409,3/15/2019,1.4314566,3.9948196,4,NK,2227075.8,IL15,367.07227,0
0.012803,3/15/2019,1.2539406,2.9292083,4,NK,1833530.6,IL15,0,0
0.004268,3/15/2019,1.0854595,1.8955216,4,NK,1991264.2,IL15,174.71436,0
0.001423,3/15/2019,1.1967742,2.3470836,4,NK,2141678.2,IL15,159.24414,0
0.000474,3/15/2019,1.3349856,3.2251248,4,NK,2219027.5,IL15,400.82324,0
84,3/15/2019,1.025847,3.5719028,4,CD8,4862486,IL15,2668.3774,0
28,3/15/2019,0.9844989,2.2238364,4,CD8,5263994.5,IL15,2688.2324,0
9.333333,3/15/2019,0.90695715,1.9583497,4,CD8,4947565.5,IL15,2612.5737,0
3.111,3/15/2019,0.8927463,1.9599552,4,CD8,5220284,IL15,2777.832,0
1.037037,3/15/2019,0.81476384,1.1073189,4,CD8,4397663.5,IL15,2476.002,0
0.345679,3/15/2019,1.5148544,8.084379,4,CD8,2727217,IL15,1455.6865,0
0.115226,3/15/2019,2.3041875,23.086138,4,CD8,1493284.4,IL15,658.9912,0
0.038409,3/15/2019,2.6221528,31.778034,4,CD8,823849.2,IL15,117.536865,0
0.012803,3/15/2019,0.75175816,2.0044718,4,CD8,619653.9,IL15,0,0
0.004268,3/15/2019,1.2747638,6.257429,4,CD8,778035.2,IL15,102.62842,0
0.001423,3/15/2019,0.51381075,0.6749184,4,CD8,624205.25,IL15,9.245361,0
0.000474,3/15/2019,0.9168075,5.0907803,4,CD8,772937.5,IL15,296.94043,0
84,3/15/2019,0.4834953,1.3985605,2,NK,9478667,IL15,5897.276,0
28,3/15/2019,-0.22475155,-0.7279699,2,NK,3031043.8,IL15,1750.2227,0
9.333333,3/15/2019,0.62343436,2.069786,2,NK,9989174,IL15,5392.857,0
3.111,3/15/2019,0.46876258,0.8233092,2,NK,10272174,IL15,5513.318,0
1.037037,3/15/2019,1.1286355,4.33082,2,NK,7959831.5,IL15,5016.2114,0
0.345679,3/15/2019,0.9917084,3.032021,2,NK,4329586,IL15,2463.0273,0
0.115226,3/15/2019,1.0025387,1.6135125,2,NK,1988418,IL15,374.67725,0
0.038409,3/15/2019,1.3718333,2.5688882,2,NK,2528638.8,IL15,148.35352,0
0.012803,3/15/2019,1.3710861,2.7783766,2,NK,2306863,IL15,0,0
0.004268,3/15/2019,0.9267755,1.7460399,2,NK,1933357.1,IL15,168.64795,0
0.001423,3/15/2019,0.9268065,1.0145597,2,NK,2116661.5,IL15,142.17188,0
0.000474,3/15/2019,0.7105584,0.7668493,2,NK,2362096,IL15,442.2622,0
84,3/15/2019,0.6827376,0.95111394,2,CD8,38520844,IL15,8506.354,0
28,3/15/2019,3.9920697,17.379192,2,CD8,525214080,IL15,11311.107,0
9.333333,3/15/2019,0.80950105,2.5470238,2,CD8,39202404,IL15,8788.051,0
3.111,3/15/2019,0.7871711,1.8356805,2,CD8,34092644,IL15,8204.148,0
1.037037,3/15/2019,1.0717257,2.1839232,2,CD8,18203290,IL15,5297.8125,0
0.345679,3/15/2019,2.672607,17.234425,2,CD8,3564536.2,IL15,1181.4148,0
0.115226,3/15/2019,18.812462,670.406,2,CD8,2902776.2,IL15,451.29272,0
0.038409,3/15/2019,3.8669188,52.76276,2,CD8,1386975.6,IL15,331.8352,0
0.012803,3/15/2019,4.0612392,46.62207,2,CD8,1273403.1,IL15,33.003906,0
0.004268,3/15/2019,12.221621,427.85526,2,CD8,1500967.8,IL15,133.98706,0
0.001423,3/15/2019,16.924414,757.53845,2,CD8,1516367.1,IL15,0,0
0.000474,3/15/2019,1.3988776,9.853753,2,CD8,1216391.2,IL15,254.35742,0
84,3/15/2019,0.44180673,0.8702154,1,NK,10392565,IL15,6173.4023,0
28,3/15/2019,1.0097911,2.9588675,1,NK,12901003,IL15,6655.046,0
9.333333,3/15/2019,0.6770748,1.8328876,1,NK,13216140,IL15,6586.8535,0
3.111,3/15/2019,0.8495219,2.1790051,1,NK,10625003,IL15,6648.083,0
1.037037,3/15/2019,1.2847558,5.11728,1,NK,7300125.5,IL15,4743.628,0
0.345679,3/15/2019,1.1803026,3.5214005,1,NK,2487923.5,IL15,997.3159,0
0.115226,3/15/2019,1.676718,4.9223275,1,NK,2336578,IL15,434.1338,0
0.038409,3/15/2019,1.5500512,4.2836943,1,NK,2087270.8,IL15,292.87793,0
0.012803,3/15/2019,1.6227999,4.454547,1,NK,2266778.2,IL15,227.16602,0
0.004268,3/15/2019,1.5151244,4.0208397,1,NK,2109519.8,IL15,140.6914,0
0.001423,3/15/2019,1.4038688,3.5075126,1,NK,2054390.5,IL15,22.23291,0
0.000474,3/15/2019,1.5794315,3.4147449,1,NK,2507306.2,IL15,0,0
84,3/15/2019,0.66608685,1.8010535,1,CD8,35967624,IL15,10059.053,0
28,3/15/2019,0.5435021,0.8385997,1,CD8,36398948,IL15,10178.035,0
9.333333,3/15/2019,0.74057424,2.5383034,1,CD8,37781224,IL15,10371.432,0
3.111,3/15/2019,0.6417861,1.1002021,1,CD8,32677964,IL15,9755.458,0
1.037037,3/15/2019,1.0801302,2.16124,1,CD8,12399541,IL15,4841.2197,0
0.345679,3/15/2019,1.6615543,5.034728,1,CD8,2734219.2,IL15,1378.1375,0
0.115226,3/15/2019,1.6750735,14.067242,1,CD8,958680.5,IL15,525.6609,0
0.038409,3/15/2019,2.2097917,21.772024,1,CD8,918836.75,IL15,438.22144,0
0.012803,3/15/2019,0.64763147,1.0582056,1,CD8,666455.94,IL15,255.19702,0
0.004268,3/15/2019,2.5818498,29.423748,1,CD8,764762.2,IL15,202.67163,0
0.001423,3/15/2019,5.927831,164.51834,1,CD8,751137.75,IL15,0,0
0.000474,3/15/2019,2.9508498,36.744144,1,CD8,745090.44,IL15,52.226074,0
84,3/15/2019,0.44059703,0.5449233,0.5,NK,13249826,IL15,6435.297,0
28,3/15/2019,0.5875666,1.2814627,0.5,NK,14103485,IL15,6227.4316,0
9.333333,3/15/2019,0.3868656,0.3311801,0.5,NK,12751088,IL15,6402.255,0
3.111,3/15/2019,0.82821196,2.5438137,0.5,NK,15194632,IL15,6733.3184,0
1.037037,3/15/2019,1.5232948,6.3051643,0.5,NK,9658876,IL15,5199.42,0
0.345679,3/15/2019,1.4373096,3.5029173,0.5,NK,2947650.2,IL15,441.94238,0
0.115226,3/15/2019,1.2875977,2.736905,0.5,NK,2143000,IL15,213.8706,0
0.038409,3/15/2019,1.1538013,2.1251292,0.5,NK,1911141.5,IL15,159.97559,0
0.012803,3/15/2019,0.84159166,1.1384249,0.5,NK,1646781.4,IL15,59.481445,0
0.004268,3/15/2019,1.4711554,4.003991,0.5,NK,1958110.9,IL15,8.584961,0
0.001423,3/15/2019,1.0541891,2.018381,0.5,NK,1806258.5,IL15,114.9707,0
0.000474,3/15/2019,1.9354086,8.723149,0.5,NK,2374636.8,IL15,0,0
84,3/15/2019,0.7952206,3.0529923,0.5,CD8,47878020,IL15,12748.159,0
28,3/15/2019,0.5826733,1.0511813,0.5,CD8,47987228,IL15,12929.021,0
9.333333,3/15/2019,0.6589555,1.9155984,0.5,CD8,44032950,IL15,12440.748,0
3.111,3/15/2019,0.3540622,0.5831704,0.5,CD8,42543200,IL15,12661.245,0
1.037037,3/15/2019,0.9044811,1.4696193,0.5,CD8,24614056,IL15,7469.176,0
0.345679,3/15/2019,1.9096764,8.589469,0.5,CD8,2260913.8,IL15,514.44727,0
0.115226,3/15/2019,1.384624,8.578532,0.5,CD8,1164706.6,IL15,283.81665,0
0.038409,3/15/2019,5.2931166,88.87502,0.5,CD8,1431568.4,IL15,222.37012,0
0.012803,3/15/2019,1.4246587,9.476789,0.5,CD8,1065257,IL15,203.7273,0
0.004268,3/15/2019,3.2787766,58.309505,0.5,CD8,1129801.8,IL15,241.7312,0
0.001423,3/15/2019,2.739439,27.516855,0.5,CD8,1198639,IL15,163.89941,0
0.000474,3/15/2019,1.0690548,3.6382432,0.5,CD8,961272.3,IL15,0,0
84,3/27/2019,0.7607711,0.7857816,4,NK,4778551,IL2,2953.3953,0
28,3/27/2019,0.86892194,0.4889822,4,NK,6304316.5,IL2,3198.2117,0
9.333333,3/27/2019,2.0639663,9.893011,4,NK,5152947,IL2,2667.1204,0
3.111,3/27/2019,1.0673115,1.6876869,4,NK,4429112.5,IL2,2514.719,0
1.037037,3/27/2019,1.1800243,1.6364517,4,NK,5278371.5,IL2,2402.447,0
0.345679,3/27/2019,1.0425698,1.2974072,4,NK,4376041,IL2,2254.297,0
0.115226,3/27/2019,1.4091393,2.3332472,4,NK,4063785,IL2,1398.8142,0
0.038409,3/27/2019,1.9660612,5.948148,4,NK,3301906,IL2,525.4265,0
0.012803,3/27/2019,2.0211222,5.452009,4,NK,3121195.5,IL2,281.94995,0
0.004268,3/27/2019,1.3222857,2.3715382,4,NK,2146523,IL2,190.23657,0
0.001423,3/27/2019,1.5866691,3.3941627,4,NK,2188770.8,IL2,68.03833,0
0.000474,3/27/2019,1.4159094,2.7910562,4,NK,1967955.5,IL2,0,0
84,3/27/2019,2.4433537,26.641489,4,CD8,21796418,IL2,5474.1245,0
28,3/27/2019,8.048327,242.79596,4,CD8,26157326,IL2,5322.7617,0
9.333333,3/27/2019,1.384232,3.55891,4,CD8,21372030,IL2,5245.1167,0
3.111,3/27/2019,1.4862565,3.4574409,4,CD8,15168143,IL2,4194.126,0
1.037037,3/27/2019,21.653402,1064.281,4,CD8,21333072,IL2,3265.314,0
0.345679,3/27/2019,3.0673401,13.103811,4,CD8,9040212,IL2,1857.5247,0
0.115226,3/27/2019,3.6050766,16.138788,4,CD8,8795505,IL2,1207.6777,0
0.038409,3/27/2019,4.6024094,27.385105,4,CD8,5496162,IL2,648.6233,0
0.012803,3/27/2019,4.9855533,40.04291,4,CD8,2142032.8,IL2,302.76318,0
0.004268,3/27/2019,6.901662,86.28064,4,CD8,1237275,IL2,147.34119,0
0.001423,3/27/2019,6.0645633,82.13612,4,CD8,888976.6,IL2,71.98987,0
0.000474,3/27/2019,6.332965,120.782455,4,CD8,626903.06,IL2,0,0
84,3/27/2019,0.7058495,0.9089532,2,NK,5144098,IL2,3454.4407,0
28,3/27/2019,0.96820325,1.2468772,2,NK,5613552,IL2,3897.5706,0
9.333333,3/27/2019,0.85546523,2.0889673,2,NK,5119010.5,IL2,3379.735,0
3.111,3/27/2019,0.79392666,0.44414115,2,NK,5014973.5,IL2,3130.1921,0
1.037037,3/27/2019,1.385017,3.7243342,2,NK,4109317.5,IL2,1932.4968,0
0.345679,3/27/2019,1.8053967,5.4872475,2,NK,3718180.8,IL2,827.6848,0
0.115226,3/27/2019,2.0450284,5.32915,2,NK,4439554.5,IL2,741.81274,0
0.038409,3/27/2019,1.9725531,5.8346624,2,NK,2726897.5,IL2,421.2566,0
0.012803,3/27/2019,1.5585628,3.104056,2,NK,2097694,IL2,204.52783,0
0.004268,3/27/2019,1.8066657,4.3120313,2,NK,2198078.8,IL2,0,0
0.001423,3/27/2019,1.6734682,3.2388701,2,NK,2700544.8,IL2,140.79004,0
0.000474,3/27/2019,1.9000008,5.7345905,2,NK,2234531.2,IL2,53.23413,0
84,3/27/2019,7.349384,226.47443,2,CD8,23915786,IL2,5062.1504,0
28,3/27/2019,1.2881848,3.228767,2,CD8,19049254,IL2,4907.496,0
9.333333,3/27/2019,1.4861315,4.268217,2,CD8,16758951,IL2,4365.382,0
3.111,3/27/2019,2.109138,7.8624125,2,CD8,14543577,IL2,3571.369,0
1.037037,3/27/2019,3.0105457,11.789437,2,CD8,8826011,IL2,1714.6367,0
0.345679,3/27/2019,4.2054563,24.982008,2,CD8,4566625,IL2,688.4595,0
0.115226,3/27/2019,4.628414,30.670609,2,CD8,4066361,IL2,563.56445,0
0.038409,3/27/2019,5.2873282,39.408756,2,CD8,3273013.8,IL2,569.71265,0
0.012803,3/27/2019,7.766522,126.419556,2,CD8,803786.25,IL2,0,0
0.004268,3/27/2019,52.907104,3655.2632,2,CD8,3225264,IL2,131.7113,0
0.001423,3/27/2019,5.5068455,78.87747,2,CD8,691795.6,IL2,46.635864,0
0.000474,3/27/2019,68.45026,5195.499,2,CD8,4865031.5,IL2,25.870605,0
84,3/27/2019,0.9172241,1.2380204,1,NK,5303526.5,IL2,3605.0708,0
28,3/27/2019,1.4437431,2.4989738,1,NK,7769428.5,IL2,4133.58,0
9.333333,3/27/2019,0.7529708,0.71828794,1,NK,5870128.5,IL2,3789.7407,0
3.111,3/27/2019,1.0992886,1.8378296,1,NK,5639765.5,IL2,3356.4043,0
1.037037,3/27/2019,1.3103527,2.4052114,1,NK,3197726.8,IL2,1151.459,0
0.345679,3/27/2019,1.8556507,4.383938,1,NK,6081611.5,IL2,954.4292,0
0.115226,3/27/2019,2.374869,6.915552,1,NK,5396567,IL2,681.2783,0
0.038409,3/27/2019,1.5089378,2.7729568,1,NK,2141093.8,IL2,55.266113,0
0.012803,3/27/2019,1.5542439,3.0033894,1,NK,2350489.5,IL2,44.507324,0
0.004268,3/27/2019,1.5478162,2.7414494,1,NK,2336407.5,IL2,0,0
0.001423,3/27/2019,1.5005459,2.2348728,1,NK,2883848,IL2,259.03174,0
0.000474,3/27/2019,1.5057771,2.5584502,1,NK,2655504.8,IL2,100.45752,0
84,3/27/2019,0.9113677,1.52038,1,CD8,13009903,IL2,4764.286,0
28,3/27/2019,0.9592486,1.9307971,1,CD8,16098748,IL2,5566.8877,0
9.333333,3/27/2019,0.9320288,1.4183116,1,CD8,13911118,IL2,4958.4326,0
3.111,3/27/2019,1.4611207,3.6317172,1,CD8,13401429,IL2,4150.354,0
1.037037,3/27/2019,2.4642076,7.1260576,1,CD8,14749361,IL2,2243.742,0
0.345679,3/27/2019,43.736485,2937.2683,1,CD8,9387733,IL2,482.99695,0
0.115226,3/27/2019,5.71824,48.903736,1,CD8,2478984,IL2,352.20117,0
0.038409,3/27/2019,8.438301,118.48592,1,CD8,1904706.1,IL2,353.5398,0
0.012803,3/27/2019,3.898202,46.853077,1,CD8,475537.84,IL2,0,0
0.004268,3/27/2019,4.854453,51.160114,1,CD8,709956.4,IL2,152.3894,0
0.001423,3/27/2019,4.9905233,58.590446,1,CD8,795741.5,IL2,266.96228,0
0.000474,3/27/2019,2.4159527,24.30974,1,CD8,420821.62,IL2,17.949097,0
84,3/27/2019,0.59179103,2.2136683,0.5,NK,4825347.5,IL2,4071.8147,0
28,3/27/2019,0.72209084,0.5665946,0.5,NK,5053201,IL2,4038.2874,0
9.333333,3/27/2019,0.74188954,1.2527351,0.5,NK,5877239.5,IL2,4542.587,0
3.111,3/27/2019,0.81365174,1.3707075,0.5,NK,5819813,IL2,4182.615,0
1.037037,3/27/2019,1.7541231,4.1116204,0.5,NK,7364020,IL2,1774.0261,0
0.345679,3/27/2019,2.205328,7.212949,0.5,NK,3158254.2,IL2,490.469,0
0.115226,3/27/2019,2.0494714,5.04615,0.5,NK,3509795.2,IL2,355.48218,0
0.038409,3/27/2019,2.043213,6.3770037,0.5,NK,2384741.2,IL2,63.963135,0
0.012803,3/27/2019,1.4895915,3.008131,0.5,NK,2344421.2,IL2,124.631836,0
0.004268,3/27/2019,1.4175955,2.732544,0.5,NK,2082508,IL2,166.92896,0
0.001423,3/27/2019,1.9285731,5.21589,0.5,NK,2253254,IL2,63.40454,0
0.000474,3/27/2019,1.62003,4.102873,0.5,NK,2080024.5,IL2,0,0
84,3/27/2019,0.9881287,2.255804,0.5,CD8,21785092,IL2,7174.1504,0
28,3/27/2019,0.81116,1.174417,0.5,CD8,23114082,IL2,7013.1074,0
9.333333,3/27/2019,0.87874115,1.3493972,0.5,CD8,20303974,IL2,6722.173,0
3.111,3/27/2019,1.3357391,2.437653,0.5,CD8,18680470,IL2,4994.204,0
1.037037,3/27/2019,2.951236,9.944952,0.5,CD8,14487888,IL2,1810.5498,0
0.345679,3/27/2019,6.109656,59.66961,0.5,CD8,2204050.8,IL2,394.08118,0
0.115226,3/27/2019,6.7864385,75.26652,0.5,CD8,1701187,IL2,387.90527,0
0.038409,3/27/2019,6.168019,76.00881,0.5,CD8,922556.25,IL2,271.55176,0
0.012803,3/27/2019,6.988176,105.43707,0.5,CD8,654910.25,IL2,103.07434,0
0.004268,3/27/2019,10.785785,260.7549,0.5,CD8,915770.3,IL2,247.58447,0
0.001423,3/27/2019,7.346394,129.369,0.5,CD8,700335.3,IL2,209.89844,0
0.000474,3/27/2019,2.139929,25.719448,0.5,CD8,332986.25,IL2,0,0
84,3/27/2019,1.2393245,2.2411432,4,NK,4922464,IL15,2675.1343,0
28,3/27/2019,1.1534711,1.8311143,4,NK,3300566.5,IL15,2185.1099,0
9.333333,3/27/2019,0.69873136,0.6325755,4,NK,4431613.5,IL15,2550.81,0
3.111,3/27/2019,0.91941494,0.87521935,4,NK,4986386.5,IL15,3155.52,0
1.037037,3/27/2019,0.8208092,0.36476898,4,NK,4495654.5,IL15,2716.35,0
0.345679,3/27/2019,0.67974347,0.51651645,4,NK,3787301.5,IL15,3330.5962,0
0.115226,3/27/2019,1.3034444,2.6591868,4,NK,4215885.5,IL15,2129.3862,0
0.038409,3/27/2019,1.1411682,1.651475,4,NK,3166279.8,IL15,1111.189,0
0.012803,3/27/2019,1.3902563,3.2050428,4,NK,2073809.8,IL15,227.68774,0
0.004268,3/27/2019,1.7055813,2.8810406,4,NK,2556200.8,IL15,106.72656,0
0.001423,3/27/2019,1.3731488,2.1639462,4,NK,2024505,IL15,19.900879,0
0.000474,3/27/2019,1.6650892,3.684774,4,NK,1776430.2,IL15,0,0
84,3/27/2019,0.9936928,1.5350456,4,CD8,9585237,IL15,3551.378,0
28,3/27/2019,1.1399553,2.4685225,4,CD8,11324710,IL15,4074.934,0
9.333333,3/27/2019,1.0512141,1.851479,4,CD8,14595346,IL15,4607.064,0
3.111,3/27/2019,0.9946001,1.4923091,4,CD8,14287189,IL15,4695.6655,0
1.037037,3/27/2019,0.8861838,1.0194979,4,CD8,15583491,IL15,5001.224,0
0.345679,3/27/2019,1.0730857,1.9278388,4,CD8,9224209,IL15,3647.5537,0
0.115226,3/27/2019,2.106543,7.211402,4,CD8,5048413,IL15,1962.3473,0
0.038409,3/27/2019,4.7932506,47.994984,4,CD8,1628934.5,IL15,616.3927,0
0.012803,3/27/2019,7.292603,137.93869,4,CD8,742287.7,IL15,162.526,0
0.004268,3/27/2019,5.9922037,98.66614,4,CD8,573448.25,IL15,39.387695,0
0.001423,3/27/2019,5.1049504,58.68712,4,CD8,771198.6,IL15,169.29004,0
0.000474,3/27/2019,5.6393023,104.95135,4,CD8,482710.2,IL15,0,0
84,3/27/2019,1.2272809,1.8374114,2,NK,5914114.5,IL15,3254.661,0
28,3/27/2019,0.7608996,0.6722901,2,NK,5293103,IL15,3657.7004,0
9.333333,3/27/2019,1.3566515,3.331276,2,NK,6096338.5,IL15,4174.3564,0
3.111,3/27/2019,0.86174685,1.807632,2,NK,4165622.2,IL15,3427.7117,0
1.037037,3/27/2019,0.5369722,0.11790943,2,NK,5182447,IL15,3252.8625,0
0.345679,3/27/2019,1.313067,1.9531522,2,NK,3925170.5,IL15,1824.1956,0
0.115226,3/27/2019,1.4828823,2.4132028,2,NK,2575024.8,IL15,472.2998,0
0.038409,3/27/2019,1.6589078,3.4582496,2,NK,2375102.8,IL15,315.32373,0
0.012803,3/27/2019,1.9510528,5.340253,2,NK,2174873.2,IL15,224.80054,0
0.004268,3/27/2019,1.1936926,1.133091,2,NK,2313181,IL15,191.75684,0
0.001423,3/27/2019,1.2617042,1.505837,2,NK,1762493.1,IL15,0,0
0.000474,3/27/2019,1.5732336,2.6074343,2,NK,2246220.2,IL15,142.21948,0
84,3/27/2019,1.0861832,2.4804387,2,CD8,9609421,IL15,3822.9724,0
28,3/27/2019,0.90392953,1.3057399,2,CD8,13334258,IL15,4672.1514,0
9.333333,3/27/2019,0.90899587,1.633882,2,CD8,17689328,IL15,5595.1123,0
3.111,3/27/2019,1.1242298,2.647788,2,CD8,13034052,IL15,4572.585,0
1.037037,3/27/2019,1.8364199,9.140305,2,CD8,5664866.5,IL15,2575.4805,0
0.345679,3/27/2019,3.958856,36.486492,2,CD8,1439013.4,IL15,752.88745,0
0.115226,3/27/2019,4.7094727,47.855087,2,CD8,980293.9,IL15,509.41943,0
0.038409,3/27/2019,13.306218,403.51947,2,CD8,703502.4,IL15,232.25037,0
0.012803,3/27/2019,4.560488,74.636154,2,CD8,471844.1,IL15,180.56567,0
0.004268,3/27/2019,1.9705011,13.961855,2,CD8,377745.34,IL15,97.7229,0
0.001423,3/27/2019,3.7184856,55.99647,2,CD8,358429.75,IL15,30.485352,0
0.000474,3/27/2019,3.4298322,52.4942,2,CD8,359823.8,IL15,0,0
84,3/27/2019,0.7045693,1.5432501,1,NK,4089373,IL15,3551.3723,0
28,3/27/2019,0.37970886,0.032171488,1,NK,5004744.5,IL15,3869.0793,0
9.333333,3/27/2019,0.6870221,1.2931156,1,NK,7374318,IL15,4112.9883,0
3.111,3/27/2019,0.117277056,0.25984502,1,NK,5279445,IL15,4434.801,0
1.037037,3/27/2019,0.92689484,0.7126863,1,NK,5194073.5,IL15,4091.052,0
0.345679,3/27/2019,1.7681056,3.863731,1,NK,3162585,IL15,684.7737,0
0.115226,3/27/2019,1.4438038,1.8291535,1,NK,2285222.8,IL15,379.92578,0
0.038409,3/27/2019,1.4074575,1.9295607,1,NK,2270397.8,IL15,368.17383,0
0.012803,3/27/2019,1.8404882,3.8389134,1,NK,2303925.5,IL15,251.62231,0
0.004268,3/27/2019,1.404652,1.4107399,1,NK,2806751.8,IL15,320.9939,0
0.001423,3/27/2019,1.316538,1.712194,1,NK,2585813.5,IL15,463.4348,0
0.000474,3/27/2019,1.4080302,2.0853324,1,NK,1744899,IL15,0,0
84,3/27/2019,1.0507135,4.231579,1,CD8,11493511,IL15,4315.84,0
28,3/27/2019,0.7181032,0.53275037,1,CD8,12087996,IL15,4518.7256,0
9.333333,3/27/2019,0.78806955,1.1300364,1,CD8,13957023,IL15,4822.2754,0
3.111,3/27/2019,0.8304767,1.261795,1,CD8,14945683,IL15,4964.626,0
1.037037,3/27/2019,1.5928351,5.1837854,1,CD8,7925943.5,IL15,2962.2175,0
0.345679,3/27/2019,6.4017835,139.23305,1,CD8,653573.6,IL15,75.16113,0
0.115226,3/27/2019,4.941022,64.842896,1,CD8,752764.25,IL15,159.15466,0
0.038409,3/27/2019,3.6725965,33.775936,1,CD8,636205.5,IL15,150.45483,0
0.012803,3/27/2019,4.387824,61.119286,1,CD8,594357.75,IL15,0,0
0.004268,3/27/2019,1.8230135,10.043923,1,CD8,481490.38,IL15,73.131714,0
0.001423,3/27/2019,5.7039986,67.46905,1,CD8,901121,IL15,170.74927,0
0.000474,3/27/2019,3.331893,31.345528,1,CD8,537347.94,IL15,29.72644,0
84,4/18/2019,1.2196281,1.2618289,4,NK,4470113.5,IL2,2508.3318,0
28,4/18/2019,1.2176923,1.6797495,4,NK,4617509.5,IL2,2111.3494,0
9.333333,4/18/2019,1.0402538,1.1048331,4,NK,4598386.5,IL2,2107.4075,0
3.111,4/18/2019,1.5459954,2.5834374,4,NK,4935382,IL2,1954.0593,0
1.037037,4/18/2019,1.6096808,2.740943,4,NK,3751730.8,IL2,974.80005,0
0.345679,4/18/2019,1.4454681,1.5599623,4,NK,4512897.5,IL2,748.07715,0
0.115226,4/18/2019,1.8591498,4.2722707,4,NK,3113226.2,IL2,421.82593,0
0.038409,4/18/2019,1.8815238,5.421591,4,NK,1465299.4,IL2,0,0
0.012803,4/18/2019,1.4307847,2.331925,4,NK,3451144,IL2,394.32373,0
0.004268,4/18/2019,1.2791862,0.756701,4,NK,3971396.8,IL2,764.3782,0
0.001423,4/18/2019,1.4279617,1.4458718,4,NK,3643200.8,IL2,650.1282,0
0.000474,4/18/2019,1.4620059,2.549652,4,NK,2680053.8,IL2,293.12817,0
